Country,Year,GDP,GDP Per Capita,GDP PPP,GDP PPP Per Capita,Access to electricity (% of population),Population,Life Expectancy,Health Percentage Expenditure,Total Health Expenditure,Adult Mortality,Infant Deaths per 1000 population,Under-Five Deaths per 1000,Hepatitis B Immunisation,Polio Immunisation (%),Measles Reported Cases per 1000 population,Average Body Mass Index,Diphtheria Immunisation (%),HIV/AIDS Deaths per 1000 population,Country Classification
Bahrain,2000,9062906915,13636.42876,23768622917,35763.26404,,664610,73.2,167.7270642,3.51,98.726,0,0,97,97,6,54.5,97,0.1,Developing Country
Bahrain,2001,8976207713,12868.19255,24895020461,35689.22724,100,697550,73.7,1150.418063,3.8,95.769,0,0,99,99,5,54.8,99,0.1,Developing Country
Bahrain,2002,9632155053,13102.47715,26135608990,35551.8799,100,735140,73.7,106.4303336,3.89,92.812,0,0,98,98,8,55,98,0.1,Developing Country
Bahrain,2003,11074822074,14222.04738,28297146195,36338.58416,100,778708,73.9,1214.558167,3.74,90.633,0,0,98,97,12,55.2,97,0.1,Developing Country
Bahrain,2004,13150166755,15846.5146,31087560319,37461.8427,100,829846,74.1,1380.228095,3.37,88.455,0,0,98,98,11,55.6,98,0.1,Developing Country
Bahrain,2005,15968726862,17959.40072,34225784434,38492.39722,100,889157,74.7,1553.468944,3.16,86.276,0,0,98,98,4,56.1,98,0.1,Developing Country
Bahrain,2006,18505053191,19307.81418,37541889691,39170.48077,100,958423,75,170.7374027,3.8,84.097,0,0,98,98,3,56.8,98,0.1,Developing Country
Bahrain,2007,21730000000,20976.44229,41747721940,40299.98527,100,1035924,75.9,278.3602806,3.8,81.919,0,0,97,97,7,57.6,97,0.1,Developing Country
Bahrain,2008,25710877660,23066.42712,45216281392,40565.63425,100,1114645,76.2,231.5478912,3.17,81.023,0,0,97,97,2,58.5,97,0.1,Developing Country
Bahrain,2009,22938218085,19355.92101,46718471488,39422.37537,100,1185075,76.9,332.9347646,3.79,80.127,0,0,98,97,3,59.3,98,0.1,Developing Country
Bahrain,2010,25713271277,20722.07049,49312543171,39740.48983,100,1240864,77.2,266.7696122,3.64,79.231,0,0,99,99,0,6.1,99,0.1,Developing Country
Bahrain,2011,28776595745,22514.20272,51341188465,40168.26504,100,1278153,77.2,197.7734681,3.4,78.336,0,0,99,99,0,6.8,99,0.1,Developing Country
Bahrain,2012,30749308511,23654.36959,54276651871,41753.1335,100,1299942,77.7,2211.215778,4.37,77.44,0,0,99,99,0,61.5,99,0.1,Developing Country
Bahrain,2013,32539547872,24744.35763,58220833658,44273.42185,100,1315029,78.3,3.968695982,4.69,76.45,0,0,99,99,0,62.2,99,0.1,Developing Country
Bahrain,2014,33387712766,24989.43753,61903003409,46332.05177,100,1336073,78.3,367.2556742,4.98,75.461,0,0,98,98,46,62.9,98,0.1,Developing Country
Bahrain,2015,31125851064,22688.91132,64356222357,46911.89388,100,1371853,78.8,0,,74.471,0,0,98,98,0,63.6,98,0.1,Developing Country
Bangladesh,2000,53369787319,418.0689421,1.72E+11,1346.74312,32,127657862,65.5,3.69633051,2.33,175.701,231,316,,83,5098,1.4,82,0.1,Least Developed Country
Bangladesh,2001,53991289844,415.0344043,1.85E+11,1419.137705,34.998806,130088709,66,3.395069781,2.47,173.621,219,298,,85,4414,1.8,85,0.1,Least Developed Country
Bangladesh,2002,54724081491,413.0802826,1.95E+11,1469.845861,37.30912399,132478077,66.6,0.397228764,2.59,171.541,207,280,,83,3484,11.2,83,0.1,Least Developed Country
Bangladesh,2003,60158929188,446.3106757,2.08E+11,1541.18598,39.61315918,134791598,67,35.48458957,2.51,169.974,196,264,5,9,4067,11.6,87,0.1,Least Developed Country
Bangladesh,2004,65108544250,475.2919302,2.25E+11,1638.916201,40.6,136986429,67.4,4.11469667,2.62,168.407,185,247,11,88,9743,12,99,0.1,Least Developed Country
Bangladesh,2005,69442943089,499.4619402,2.47E+11,1773.888588,44.23,139035505,67.8,38.05462002,2.68,166.841,174,231,45,94,25934,12.5,93,0.1,Least Developed Country
Bangladesh,2006,71819083684,509.6401899,2.71E+11,1923.41775,50.52510246,140921154,68.2,42.3304549,2.8,165.274,164,215,86,95,6192,13,94,0.1,Least Developed Country
Bangladesh,2007,79611888213,558.0518407,2.98E+11,2088.720862,46.5,142660381,68.5,46.36536703,2.8,163.707,154,201,95,96,2924,13.5,94,0.1,Least Developed Country
Bangladesh,2008,91631278239,634.9870697,3.22E+11,2231.689511,51.24977493,144304164,69,42.48865034,2.85,162.277,144,186,96,96,2660,14,96,0.1,Least Developed Country
Bangladesh,2009,1.02478E+11,702.2644196,3.41E+11,2335.918749,53.63285446,145924795,69.4,53.26400378,2.91,160.847,135,173,97,97,718,14.6,97,0.1,Least Developed Country
Bangladesh,2010,1.15279E+11,781.1535777,3.64E+11,2466.902899,55.26,147575433,69.9,62.65945432,3.6,159.417,126,161,94,94,788,15.2,94,0.1,Least Developed Country
Bangladesh,2011,1.28638E+11,861.7621622,3.96E+11,2650.741369,59.6,149273134,70.5,62.34988484,3.16,157.988,118,150,96,96,5625,15.8,96,0.1,Least Developed Country
Bangladesh,2012,1.33356E+11,883.1171296,4.30E+11,2844.741636,60.87821579,151005733,70.9,59.2589257,3.8,156.558,111,139,94,94,1986,16.4,94,0.1,Least Developed Country
Bangladesh,2013,1.4999E+11,981.8608514,4.63E+11,3033.469426,61.5,152761413,71.4,52.82986467,2.88,154.386,104,130,96,96,237,17,96,0.1,Least Developed Country
Bangladesh,2014,1.72885E+11,1118.873808,5.01E+11,3240.943974,62.4,154517385,71.8,10.44640334,2.82,152.214,98,121,97,97,289,17.7,97,0.1,Least Developed Country
Bangladesh,2015,1.95079E+11,1248.453228,5.39E+11,3451.398264,68.2046814,156256287,72.2,0,,150.041,92,113,97,97,240,18.3,97,0.1,Least Developed Country
Barbados,2000,3121500000,11496.77177,3457530868,12734.40438,100,271511,73.4,1140.615754,5.16,155.61,0,0,,86,0,43,93,0.9,Developing Country
Barbados,2001,3116650000,11437.49954,3449788641,12660.05358,100,272494,73.5,138.1664627,5.47,153.111,0,0,18,93,0,43.8,84,0.7,Developing Country
Barbados,2002,3169600000,11592.29472,3531949477,12917.5288,100,273423,73.6,133.099491,5.76,150.612,0,0,66,86,0,44.6,87,0.8,Developing Country
Barbados,2003,3274850000,11937.58635,3675804957,13399.15998,100,274331,73.8,13.5139917,5.82,148.31,0,0,91,9,0,45.4,89,0.4,Developing Country
Barbados,2004,3514350000,12766.31684,3828049961,13905.87127,100,275283,74.1,166.0083443,5.71,146.007,0,0,93,93,0,46.2,93,0.2,Developing Country
Barbados,2005,3897300000,14104.29936,4103424952,14850.26401,100,276320,74.2,1311.440423,5.38,143.705,0,0,92,91,0,46.9,92,0.1,Developing Country
Barbados,2006,4246600000,15304.44184,4467239490,16099.61074,100,277475,74.3,181.5000856,5.27,141.402,0,0,84,85,0,47.7,84,0.1,Developing Country
Barbados,2007,4523750000,16231.55281,4672495917,16765.26427,100,278701,74.4,1641.30981,5.64,139.1,0,0,93,93,0,48.4,93,0.1,Developing Country
Barbados,2008,4607300000,16457.81686,4806838227,17170.59085,100,279946,74.4,25.52277112,6.1,136.983,0,0,85,85,0,49.2,85,0.1,Developing Country
Barbados,2009,4434050000,15773.53108,4608125901,16392.78247,100,281107,74.6,327.1618128,6.21,134.866,0,0,93,93,0,49.9,93,0.1,Developing Country
Barbados,2010,4461650000,15814.10763,4560642301,16164.98116,100,282131,74.7,154.9630863,6.17,132.75,0,0,86,9,0,5.7,86,0.1,Developing Country
Barbados,2011,4660900000,16470.3679,4618909123,16321.98342,100,282987,74.9,173.9825629,6.67,130.633,0,0,91,91,0,51.4,91,0.1,Developing Country
Barbados,2012,4656350000,16413.05191,4704350307,16582.24699,100,283698,74.8,260.0043858,7.43,128.516,0,0,87,88,0,52.2,87,0.1,Developing Country
Barbados,2013,4612500000,16224.4015,4721355516,16607.29919,100,284294,75.2,263.0372838,7.57,127.017,0,0,91,91,0,53,91,0.1,Developing Country
Barbados,2014,4608350000,16179.58396,4802533021,16861.34651,100,284825,75.3,294.9056584,7.47,125.518,0,0,94,95,0,53.7,94,0.1,Developing Country
Barbados,2015,4584150000,16066.30287,4960911150,17386.75678,100,285327,75.5,0,,124.019,0,0,97,97,0,54.5,97,0.1,Developing Country
Belarus,2000,12736856828,1290.247951,60150354695,6093.251492,100,9871635,68.3,24.24947846,6.13,354.094,1,1,7,99,21,54.4,99,0.1,Developing Country
Belarus,2001,12354820144,1259.231242,64374339606,6561.178442,100,9811399,67.9,14.06141699,6.62,369.56,1,1,93,99,45,54.9,99,0.1,Developing Country
Belarus,2002,14594925393,1497.540245,68691820128,7048.255634,100,9745932,67.4,145.4233629,6.47,383.421,1,1,99,99,14,55.3,99,0.1,Developing Country
Belarus,2003,17825436035,1841.616206,74895437858,7737.743516,100,9679235,67.9,23.83578594,6.59,372.783,1,1,56,53,21,55.8,5,0.1,Developing Country
Belarus,2004,23141587718,2406.413944,85717983364,8913.517645,100,9616628,68.4,42.33443901,6.59,362.612,1,1,99,99,2,56.2,99,0.1,Developing Country
Belarus,2005,30210091837,3159.363063,96696527087,10112.4961,100,9562083,68.3,45.65007798,6.89,369.192,1,1,99,98,1,56.7,99,0.1,Developing Country
Belarus,2006,36961821894,3883.815532,1.10E+11,11514.80179,100,9516884,69,364.426052,6.34,355.849,1,1,98,97,149,57.2,99,0.1,Developing Country
Belarus,2007,45275747861,4775.663836,1.22E+11,12890.25848,100,9480514,69.9,464.077513,6.44,332.936,1,1,91,9,1,57.7,95,0.1,Developing Country
Belarus,2008,60763483146,6428.056195,1.37E+11,14523.74441,100,9452855,70.1,501.8056141,5.95,334.107,1,1,98,98,0,58.2,97,0.1,Developing Country
Belarus,2009,49209523810,5216.653701,1.39E+11,14694.35162,100,9433159,70.2,434.7985025,6.9,330.003,0,1,98,98,0,58.7,96,0.1,Developing Country
Belarus,2010,57222490769,6074.202975,1.51E+11,16046.23931,100,9420576,70.2,8.49409518,5.55,334.194,0,1,96,99,1,59.3,98,0.1,Developing Country
Belarus,2011,61757788945,6559.290091,1.63E+11,17272.18295,100,9415316,70.5,846.9113071,4.92,336.426,0,1,98,98,50,59.9,98,0.1,Developing Country
Belarus,2012,65685102555,6975.128881,1.69E+11,17897.14461,100,9417045,72.2,91.70962117,5.1,287.27,0,1,97,98,10,6.5,98,0.1,Developing Country
Belarus,2013,75527984234,8014.853102,1.73E+11,18381.36517,100,9423502,72.7,1109.854619,6.7,273.671,0,1,98,98,16,61.1,98,0.1,Developing Country
Belarus,2014,78813839984,8356.233661,1.80E+11,19035.81222,100,9431742,73.3,1147.1114,5.69,261.217,0,0,97,97,64,61.7,97,0.1,Developing Country
Belarus,2015,56454734397,5980.739333,1.75E+11,18487.52705,100,9439424,73.8,0,,245.384,0,0,99,99,2,62.3,99,0.1,Developing Country
Belgium,2000,2.37905E+11,23137.89686,2.85E+11,27705.20073,100,10282046,77.9,287.2084529,8.12,130.497,1,1,6,96,0,58.1,95,0.1,Developed Country
Belgium,2001,2.37842E+11,23048.87774,2.96E+11,28709.54587,100,10319026,78.3,2943.375396,8.29,128.037,1,1,6,96,83,58.5,95,0.1,Developed Country
Belgium,2002,2.5886E+11,24974.76687,3.13E+11,30188.52202,100,10364879,78.4,320.3177664,8.46,124.715,1,1,6,96,0,59,95,0.1,Developed Country
Belgium,2003,3.19003E+11,30617.32736,3.21E+11,30771.39533,100,10419029,78.6,507.306164,9.3,122.423,0,1,64,96,44,59.4,95,0.1,Developed Country
Belgium,2004,3.70885E+11,35389.3941,3.34E+11,31853.58771,100,10480118,79.2,5160.508378,9.32,116.535,1,1,64,96,61,59.8,95,0.1,Developed Country
Belgium,2005,3.87366E+11,36727.97708,3.48E+11,32963.13671,100,10546885,79.2,5068.214488,9.24,114.317,0,1,77,97,26,6.2,97,0.1,Developed Country
Belgium,2006,4.09813E+11,38590.68838,3.72E+11,34985.36838,100,10619484,79.7,5579.199083,9.17,110.936,0,1,94,99,15,6.6,98,0.1,Developed Country
Belgium,2007,4.71821E+11,44105.42219,3.91E+11,36508.69856,100,10697576,79.8,640.3560918,9.25,109.277,0,1,94,99,64,6.9,98,0.1,Developed Country
Belgium,2008,5.18626E+11,48115.52579,4.06E+11,37641.55726,100,10778764,79.9,7191.051507,9.6,111.631,0,1,98,99,98,61.3,99,0.1,Developed Country
Belgium,2009,4.84553E+11,44618.39201,4.08E+11,37536.71355,100,10859934,80.1,671.9376566,1.39,107.237,0,1,97,98,33,61.6,98,0.1,Developed Country
Belgium,2010,4.83548E+11,44205.11432,4.34E+11,39679.75684,100,10938735,80.2,665.7356115,1.17,102.029,0,1,97,98,40,61.9,98,0.1,Developed Country
Belgium,2011,5.27008E+11,47849.56899,4.52E+11,41033.09092,100,11013860,80.5,713.5297354,1.42,100.338,0,1,97,98,576,62.3,98,0.1,Developed Country
Belgium,2012,4.97884E+11,44913.69167,4.70E+11,42373.07857,100,11085355,80.4,664.4738975,1.54,98.967,0,1,98,99,109,62.6,99,0.1,Developed Country
Belgium,2013,5.20925E+11,46702.98506,4.87E+11,43692.25822,100,11154008,80.6,702.359357,1.57,94.257,0,1,98,99,39,63,99,0.1,Developed Country
Belgium,2014,5.31076E+11,47327.79719,5.04E+11,44880.96503,100,11221225,81.2,7163.348923,1.59,91.363,0,1,98,99,70,63.4,99,0.1,Developed Country
Belgium,2015,4.552E+11,40326.26042,5.21E+11,46157.03486,100,11287931,80.9,0,,89.305,0,1,98,99,47,63.7,99,0.1,Developed Country
Belize,2000,832072450,3364.491731,1344746747,5437.494428,89.84365845,247310,68.7,219.0239836,3.98,240.876,0,0,76,91,0,4.8,91,0.3,Developing Country
Belize,2001,871860600,3418.14967,1443169075,5657.977775,89.94104004,255068,68.5,251.6586929,4.5,243.328,0,0,96,96,0,41.4,96,0.4,Developing Country
Belize,2002,932551850,3554.108435,1541053930,5873.209916,90.02607727,262387,68.8,262.8299189,4.38,245.78,0,0,97,93,0,42,89,0.1,Developing Country
Belize,2003,990374050,3675.839371,1716091081,6369.386555,90.10482788,269428,68.9,312.7995946,4.53,241.688,0,0,96,95,0,42.6,96,1.5,Developing Country
Belize,2004,1057845500,3825.621302,1844204758,6669.43236,90.18335724,276516,69.1,325.6807462,4.39,237.596,0,0,97,97,0,43.2,97,0.8,Developing Country
Belize,2005,1114222550,3926.111354,1950675395,6873.464208,90.26773071,283798,69.4,365.799896,4.45,233.504,0,0,96,96,0,43.8,96,0.8,Developing Country
Belize,2006,1217467600,4178.883633,2101783560,7214.244486,90.98853086,291338,69.7,387.3324928,4.4,229.412,0,0,98,98,0,44.4,98,0.6,Developing Country
Belize,2007,1290573400,4315.851534,2182104566,7297.252012,90.47825623,299031,69.8,69.63051047,4.76,225.32,0,0,96,97,0,45,96,0.6,Developing Country
Belize,2008,1368625150,4460.648682,2296376864,7484.394417,90.61502075,306822,69.8,51.25232422,5.9,225.59,0,0,94,94,0,45.7,94,0.1,Developing Country
Belize,2009,1336957250,4248.962356,2329404856,7403.044146,90.77281189,314655,69.8,549.8096097,5.81,225.86,0,0,97,98,0,46.3,97,0.3,Developing Country
Belize,2010,1397113450,4332.604934,2436281402,7555.180879,89.91722437,322465,69.8,569.9527122,5.85,226.13,0,0,96,96,0,47,96,0.2,Developing Country
Belize,2011,1486712300,4501.969198,2540960749,7694.37841,91.68173599,330236,69.9,605.6286892,5.61,226.4,0,0,95,95,0,47.8,95,0.5,Developing Country
Belize,2012,1573618750,4655.663001,2665772854,7886.8786,91.3423233,338001,69.9,582.8027185,5.45,226.67,0,0,98,98,0,48.5,98,0.1,Developing Country
Belize,2013,1613705850,4667.842566,2735664116,7913.244788,91.55418396,345707,70,629.2018591,5.79,224.562,0,0,95,95,0,49.3,95,0.2,Developing Country
Belize,2014,1706497950,4829.2647,2890341804,8179.45644,91.77205658,353366,70.1,670.0920883,5.79,222.454,0,0,95,95,0,5.1,95,0.2,Developing Country
Belize,2015,1742545900,4827.986623,3021505268,8371.536735,91.8,360926,70.3,0,,220.346,0,0,94,94,0,5.9,94,0.2,Developing Country
Benin,2000,2569186643,374.1926667,9104867684,1326.09078,20.66779709,6865946,55.6,37.38182018,4.34,314.525,25,40,,78,4244,18.4,78,2,Least Developed Country
Benin,2001,2680213931,378.7363216,9800548296,1384.89826,21.9,7076728,55.8,45.33476384,4.69,313.135,25,40,,77,5859,18.8,76,2.1,Least Developed Country
Benin,2002,3054571082,418.698232,10417953197,1428.016722,23.14573288,7295400,56.1,40.48815233,4.27,311.746,25,40,15,76,1588,19.2,75,2.1,Least Developed Country
Benin,2003,3905366188,519.2922156,10976886725,1459.584468,24.37224388,7520556,56.4,8.931827297,4.63,306.42,25,40,73,75,217,19.7,73,2.1,Least Developed Country
Benin,2004,4521424807,583.4094267,11771733647,1518.932786,25.59853554,7750003,56.7,10.73628066,4.56,301.095,25,39,75,74,262,2.1,72,2.1,Least Developed Country
Benin,2005,4803702821,601.8001277,12346174782,1546.708828,26.8306675,7982223,57.1,7.106997355,4.73,295.77,25,39,7,73,210,2.5,7,2.1,Least Developed Country
Benin,2006,5142380779,625.8303205,13221847367,1609.105457,27.9,8216893,57.4,75.91429496,4.75,290.445,25,39,74,76,176,21,74,2,Least Developed Country
Benin,2007,5969535132,706.0536254,14389813650,1701.97174,29.33671188,8454790,57.8,7.49281752,4.55,285.12,25,39,82,82,341,21.5,82,2,Least Developed Country
Benin,2008,7132787397,820.1514441,15387048653,1769.253655,30.62123871,8696915,58.2,7.615430126,4.2,283.036,25,39,75,77,928,22,75,1.8,Least Developed Country
Benin,2009,7097198712,793.4518091,15865494871,1773.728779,31.92679214,8944713,58.9,71.01399249,4.46,280.953,25,39,79,8,1461,22.5,79,1.6,Least Developed Country
Benin,2010,6970240895,757.6963192,16389062381,1781.564286,34.2,9199254,59.3,94.25737917,4.95,278.869,25,39,76,77,392,23,76,1.4,Least Developed Country
Benin,2011,7814081156,825.9404282,17227124155,1820.889497,36.9,9460829,59.6,110.2633619,5.37,276.786,25,39,75,77,426,23.5,75,1.4,Least Developed Country
Benin,2012,8152554487,837.9424041,18403168244,1891.529221,38.4,9729254,59.9,9.80407467,4.86,274.702,25,39,8,8,288,24.1,8,1.3,Least Developed Country
Benin,2013,9156748441,915.2543763,20072483846,2006.326678,37.29920578,10004594,60.2,87.4080423,4.59,271.907,25,39,77,73,637,24.6,77,1.2,Least Developed Country
Benin,2014,9707432016,943.6749244,21751324915,2114.480932,34.1,10286839,60.4,90.12206791,4.59,269.111,25,39,78,74,786,25.2,78,1.1,Least Developed Country
Benin,2015,8290986804,783.9463497,22444661751,2122.233585,40.03347778,10575962,60.7,0,,266.315,25,39,82,78,55,25.7,82,1,Least Developed Country
Bhutan,2000,439158233.2,743.0589346,1560697060,2640.710812,34.91934204,591014,61.1,93.35872844,6.91,288.931,1,1,98,98,418,13.9,92,0.1,Least Developed Country
Bhutan,2001,476360697.2,789.1430816,1729607730,2865.282509,39.3070755,603643,62.7,8.574029812,5.91,280.963,1,1,89,88,756,14.4,88,0.1,Least Developed Country
Bhutan,2002,537050133.7,871.7992512,1947753951,3161.809911,43.68245697,616025,63.3,151.9755193,7.75,272.996,1,1,83,89,27,14.9,86,0.1,Least Developed Country
Bhutan,2003,622026107.8,990.7398506,2138741356,3406.507001,41.1,627840,64,19.15664091,4.9,265.481,1,1,95,96,0,15.5,95,0.2,Least Developed Country
Bhutan,2004,702682019,1099.987663,2326363145,3641.719427,52.42043686,638809,64.6,2.586698228,4.41,257.967,1,1,89,9,3,16.1,89,0.3,Least Developed Country
Bhutan,2005,818869145.1,1262.237716,2574726785,3968.787048,59.80811164,648744,65.4,145.5965445,5.28,250.452,1,1,95,95,11,16.7,95,0.3,Least Developed Country
Bhutan,2006,897731524.9,1365.570524,2838554710,4317.82391,61.1817894,657404,66.2,169.2023968,5.27,242.938,1,1,95,96,2,17.4,95,0.3,Least Developed Country
Bhutan,2007,1196091805,1798.977857,3444729112,5181.033238,71.8,664873,66.9,283.806236,5.88,235.423,1,1,95,93,11,18,95,0.3,Least Developed Country
Bhutan,2008,1258332337,1873.60293,3675310551,5472.379921,70.01350403,671611,67.4,302.667579,6.58,231.46,1,1,96,96,7,18.8,96,0.4,Least Developed Country
Bhutan,2009,1264758198,1864.520311,3949661802,5822.634448,74.46164703,678329,67.9,27.48907048,6.3,227.497,1,1,93,93,6,19.5,93,0.4,Least Developed Country
Bhutan,2010,1585472534,2312.86347,4467468530,6517.075851,73.28291087,685502,68.4,244.0391949,5.17,223.534,1,1,91,92,21,2.3,91,0.5,Least Developed Country
Bhutan,2011,1820207626,2625.437043,4920467591,7097.200177,83.40899658,693297,68.9,289.8524057,4.73,219.571,0,1,95,95,10,21.1,95,0.5,Least Developed Country
Bhutan,2012,1823692110,2599.399799,5271474988,7513.697597,91.5,701582,69.2,188.7373664,3.7,215.608,0,1,97,97,1,21.9,97,0.6,Least Developed Country
Bhutan,2013,1798333726,2532.026338,5477981871,7712.914558,92.40441895,710235,69.5,19.79057439,3.83,212.623,0,1,97,97,0,22.7,97,0.6,Least Developed Country
Bhutan,2014,1944782821,2704.64461,5830322469,8108.334808,96.91264343,719053,69.9,209.3921344,3.57,209.638,0,1,99,98,0,23.6,99,0.5,Least Developed Country
Bhutan,2015,2059258653,2829.0989,6336595998,8705.490563,98.42352295,727885,70.2,0,,206.653,0,0,99,98,11,24.5,99,0.5,Least Developed Country
Bosnia and Herzegovina,2000,5505984456,1467.802219,17060245929,4547.97267,98.76785278,3751176,74.3,165.6168642,7.9,161.084,0,0,,87,43,47.6,85,0.1,Developing Country
Bosnia and Herzegovina,2001,5748990666,1530.81327,17842878263,4751.114831,99.4,3755514,74.7,143.2947487,7.16,157.481,0,0,,92,0,48.2,91,0.1,Developing Country
Bosnia and Herzegovina,2002,6651226179,1769.230633,19310167689,5136.51758,98.5,3759389,75.2,151.1399301,7.1,153.878,0,0,,86,28,48.8,8,0.1,Developing Country
Bosnia and Herzegovina,2003,8370020196,2224.779894,20214692237,5373.13409,99.04735565,3762179,74.9,39.86518043,7.94,151.408,0,0,,87,18,49.4,87,0.1,Developing Country
Bosnia and Herzegovina,2004,10022840635,2662.679085,23340339277,6200.620711,99.1321106,3764194,75.1,3.479918859,9.4,148.939,0,0,36,87,28,49.9,84,0.1,Developing Country
Bosnia and Herzegovina,2005,11225138297,2981.181552,24398065392,6479.658472,99.22267914,3765332,74.5,45.71354264,8.5,146.47,0,0,93,95,23,5.5,93,0.1,Developing Country
Bosnia and Herzegovina,2006,12866524918,3417.0207,27888038434,7406.351382,99.38727699,3765422,75.3,38.25414065,8.28,144.001,0,0,9,91,17,51,87,0.1,Developing Country
Bosnia and Herzegovina,2007,15776422673,4192.744873,30811911213,8188.57896,99.7,3762791,75.1,8.240355867,8.37,141.531,0,0,94,95,166,51.5,95,0.1,Developing Country
